ID,Energy_Source,Carbon_Footprint,Smart_Home_Device,Electric_Vehicle,Household_Size,Annual_Water_Usage,Renewable_Investment,Satisfaction_Score
1529,Solar,-0.89,Lighting,No,6,103.29,Low,1.91
1530,Hydro,-1.77,Lighting,No,7,109.76,Medium,9.89
1531,Nuclear,14.93,Lighting,Yes,2,126.79,None,2.22
1532,Hydro,14.26,None,No,4,131.53,Low,1.99
1533,Solar,4.74,None,No,2,129.15,Low,6.7
1534,Wind,5.94,Thermostat,No,4,104.51,Medium,3.27
1535,Hydro,8.35,Security,Yes,2,117.18,Medium,4.18
1536,Wind,4.22,None,Yes,7,107.62,High,7.89
1537,Wind,13.87,Assistant,Yes,4,101.27,High,6.75
1538,Hydro,14.72,Thermostat,Yes,1,68.78,Low,4.66
1539,Nuclear,4.33,Thermostat,Yes,7,55.93,Medium,6.66
1540,Fossil,11.6,Security,No,7,97.83,High,9.09
1541,Fossil,11.12,Thermostat,No,1,94.6,Medium,3.3
1542,Hydro,0.13,None,No,7,100.79,None,5.91
1543,Wind,5.29,None,Yes,1,95.2,Medium,2.18
1544,Wind,8.76,Thermostat,No,4,55.03,None,7.28
1545,Hydro,11.81,None,Yes,7,93.68,High,5.94
1546,Hydro,14.47,Assistant,No,3,104.0,Medium,2.92
1547,Hydro,4.22,Assistant,No,1,122.35,High,8.68
1548,Solar,7.13,Security,Yes,2,70.77,Medium,5.36
1549,Hydro,10.35,None,No,4,36.46,High,3.91
1550,Solar,8.9,Lighting,Yes,7,78.25,High,8.96
1551,Wind,4.61,Thermostat,Yes,3,181.59,High,9.72
1552,Nuclear,9.42,Lighting,Yes,3,84.43,High,9.44
1553,Hydro,9.84,Security,Yes,3,120.15,High,6.98
1554,Hydro,7.5,Assistant,Yes,2,104.57,High,2.83
1555,Hydro,1.31,Security,No,7,131.55,Low,2.12
1556,Nuclear,9.66,Thermostat,Yes,1,89.34,Low,8.84
1557,Nuclear,5.74,Security,Yes,7,101.58,Medium,1.46
1558,Solar,7.29,None,No,3,129.55,Low,4.05
1559,Solar,15.75,None,No,1,130.72,None,1.52
1560,Wind,9.14,None,Yes,7,84.92,None,5.31
1561,Solar,10.67,None,Yes,4,75.09,Low,4.18
1562,Wind,7.18,Security,No,6,89.48,High,3.33
1563,Hydro,8.0,Security,Yes,2,163.04,High,5.52
1564,Fossil,6.75,None,No,1,91.07,None,8.61
1565,Solar,14.73,Thermostat,No,6,64.25,Low,3.08
1566,Fossil,19.7,None,No,1,42.07,Medium,1.28
1567,Fossil,7.16,Assistant,No,1,100.84,High,2.73
1568,Hydro,17.59,Security,No,2,121.84,Low,5.43
1569,Hydro,6.86,Lighting,Yes,2,100.13,High,6.37
1570,Solar,5.29,Assistant,No,1,58.73,Low,9.21
1571,Nuclear,10.07,Assistant,No,2,61.57,High,2.08
1572,Wind,10.44,Lighting,Yes,5,121.55,Low,2.18
1573,Wind,8.83,Thermostat,No,5,108.98,High,9.14
1574,Wind,11.49,Thermostat,No,3,127.44,Low,2.77
1575,Nuclear,16.18,Lighting,No,4,43.59,Medium,8.24
1576,Nuclear,10.72,Security,Yes,1,82.94,None,7.61
1577,Nuclear,6.35,Thermostat,No,2,94.95,High,4.33
1578,Solar,6.22,None,Yes,5,119.36,None,1.87
1579,Nuclear,15.94,Thermostat,No,4,95.33,None,2.83
1580,Fossil,11.21,Thermostat,Yes,7,100.05,High,2.75
1581,Solar,11.49,Lighting,Yes,7,98.62,Medium,4.7
1582,Fossil,13.73,Thermostat,Yes,7,85.75,Medium,5.1
1583,Hydro,20.93,Assistant,No,3,150.02,Medium,8.31
1584,Wind,14.2,Lighting,No,2,92.17,Medium,8.5
1585,Nuclear,13.77,None,No,5,60.77,Medium,8.23
1586,Wind,13.66,Assistant,Yes,2,68.39,High,5.65
1587,Nuclear,9.84,None,No,4,96.02,None,7.89
1588,Fossil,6.71,Security,Yes,5,50.23,None,3.43
1589,Wind,10.1,Assistant,Yes,5,105.99,High,8.27
1590,Fossil,6.74,None,No,1,86.05,None,1.03
1591,Fossil,7.6,Assistant,No,1,149.42,Low,5.86
1592,Fossil,13.5,Security,Yes,5,77.4,Low,3.58
1593,Wind,21.05,Security,No,4,63.43,Medium,5.68
1594,Hydro,1.07,Thermostat,Yes,2,61.87,Low,3.03
1595,Solar,6.68,None,No,6,151.91,Low,1.59
1596,Solar,4.11,Security,No,1,129.22,None,4.95
1597,Fossil,6.73,Security,No,7,51.73,Medium,9.36
1598,Nuclear,12.03,Lighting,Yes,7,127.81,High,1.99
1599,Fossil,6.7,Lighting,Yes,2,84.58,Medium,6.26
1600,Solar,6.27,Assistant,Yes,3,110.03,High,1.95
1601,Nuclear,11.37,Lighting,Yes,2,131.54,None,3.28
1602,Solar,18.08,None,Yes,5,78.92,Medium,2.5
1603,Fossil,1.47,Thermostat,Yes,3,33.31,Medium,9.07
1604,Solar,11.46,Thermostat,No,6,150.99,Medium,4.44
1605,Nuclear,10.63,None,No,3,99.54,High,6.7
1606,Wind,6.49,None,Yes,5,64.32,High,1.58
1607,Wind,11.0,None,No,1,103.09,High,2.45
1608,Hydro,11.5,Lighting,No,6,129.58,High,5.19
1609,Nuclear,14.47,None,Yes,1,98.73,High,3.34
1610,Solar,3.74,Assistant,No,1,107.42,Medium,5.55
1611,Hydro,5.26,Assistant,No,3,81.6,Medium,4.15
1612,Solar,13.86,Thermostat,Yes,5,105.11,None,4.28
1613,Hydro,5.59,Lighting,No,1,70.72,Medium,8.58
1614,Nuclear,4.9,Security,Yes,4,103.07,None,8.59
1615,Wind,10.46,Thermostat,Yes,3,129.47,Low,8.99
1616,Wind,6.07,Assistant,No,4,91.19,Low,4.06
1617,Fossil,14.59,Assistant,Yes,4,115.74,Low,7.25
1618,Solar,6.21,None,No,7,108.71,Medium,8.29
1619,Hydro,9.73,Lighting,No,2,140.33,Low,8.99
1620,Nuclear,15.46,Security,Yes,4,61.45,None,3.02
1621,Fossil,4.16,Lighting,No,3,126.02,Medium,3.34
1622,Nuclear,8.17,Lighting,No,3,53.61,None,1.71
1623,Nuclear,13.16,Assistant,Yes,3,145.87,None,3.0
1624,Solar,22.93,Lighting,Yes,3,60.99,Medium,9.26
1625,Wind,5.49,None,No,6,86.45,High,7.09
1626,Fossil,9.5,Lighting,Yes,4,90.89,High,7.78
1627,Fossil,10.22,None,No,2,113.85,Medium,7.9
1628,Solar,6.99,Thermostat,Yes,5,114.15,High,2.28
1629,Fossil,6.24,Assistant,No,7,105.0,Medium,3.54
1630,Solar,-0.73,Assistant,Yes,1,106.35,Medium,3.83
1631,Nuclear,3.43,Thermostat,Yes,6,84.47,Low,3.74
1632,Nuclear,4.78,Lighting,Yes,5,128.44,Low,2.67
1633,Solar,18.42,Security,No,4,99.71,None,9.39
1634,Nuclear,5.33,None,Yes,1,93.34,Low,6.59
1635,Hydro,8.29,None,Yes,2,132.24,Low,5.71
1636,Fossil,1.27,Assistant,Yes,5,101.24,High,9.65
1637,Fossil,7.13,Security,No,5,88.74,Low,1.03
1638,Fossil,8.23,Assistant,Yes,4,130.16,Low,4.96
1639,Nuclear,14.23,Assistant,No,2,132.63,Low,2.18
1640,Wind,9.93,Lighting,No,5,107.91,High,5.8
1641,Nuclear,15.39,Security,Yes,2,125.21,Medium,4.64
1642,Hydro,2.98,Assistant,No,7,108.64,None,8.04
1643,Fossil,7.01,Assistant,Yes,3,96.8,Medium,8.73
1644,Nuclear,13.82,None,No,4,72.25,Medium,1.59
1645,Fossil,8.72,Security,Yes,4,106.07,Medium,4.03
1646,Solar,7.63,Thermostat,Yes,1,105.71,Low,4.84
1647,Wind,11.73,Lighting,No,5,122.23,None,9.76
1648,Wind,9.77,None,Yes,4,126.34,Low,1.12
1649,Solar,11.59,Assistant,No,3,92.43,None,7.51
1650,Solar,8.38,Security,No,2,94.99,High,2.4
1651,Hydro,-4.03,Assistant,No,4,122.48,Low,4.95
1652,Wind,14.51,Lighting,Yes,2,125.69,Medium,5.34
1653,Nuclear,7.28,Security,Yes,2,97.99,Medium,5.73
1654,Fossil,14.86,Assistant,Yes,7,91.4,High,1.79
1655,Solar,12.28,Lighting,No,1,100.09,None,8.89
1656,Fossil,9.28,Lighting,No,6,88.37,Low,2.0
1657,Solar,10.68,Thermostat,Yes,7,112.1,Medium,4.09
1658,Nuclear,12.63,Thermostat,No,1,99.44,High,8.55
1659,Solar,12.2,Assistant,No,2,68.81,None,4.38
1660,Solar,11.57,Security,No,3,115.77,None,4.81
1661,Wind,11.54,Assistant,Yes,4,38.43,High,5.06
1662,Wind,7.18,Lighting,No,5,142.03,None,7.95
1663,Hydro,5.89,Security,No,6,88.5,None,8.84
1664,Solar,5.22,None,No,2,106.1,High,5.37
1665,Fossil,5.38,Thermostat,No,7,118.03,High,7.79
1666,Hydro,8.53,None,No,7,69.93,Medium,7.53
1667,Wind,15.7,None,No,7,127.53,None,2.23
1668,Hydro,14.58,Lighting,Yes,4,103.64,None,5.11
1669,Nuclear,9.65,None,No,3,114.67,High,4.28
1670,Nuclear,4.57,Lighting,No,2,116.26,High,8.58
1671,Solar,12.12,Thermostat,Yes,6,118.41,Low,7.52
1672,Fossil,4.6,Thermostat,Yes,5,104.07,None,3.42
1673,Nuclear,4.48,Security,No,3,63.12,Medium,4.76
1674,Fossil,17.07,Assistant,Yes,4,76.76,Low,8.36
1675,Solar,7.72,None,Yes,3,95.47,High,4.68
1676,Wind,17.19,None,Yes,1,39.64,High,9.49
1677,Nuclear,10.5,None,Yes,3,96.96,None,7.91
1678,Nuclear,6.42,Thermostat,Yes,2,90.74,Medium,6.98
1679,Fossil,2.75,Security,No,7,116.41,Low,1.06
1680,Wind,8.84,Security,No,7,48.57,None,7.61
1681,Nuclear,13.78,Thermostat,No,3,91.51,High,5.49
1682,Solar,10.51,Security,Yes,6,145.99,High,1.56
1683,Solar,13.01,Assistant,No,1,66.25,Medium,8.19
1684,Nuclear,2.66,Thermostat,No,4,68.99,Low,3.32
1685,Fossil,1.55,None,Yes,4,82.31,High,2.6
1686,Hydro,5.23,None,No,6,97.97,None,3.76
1687,Nuclear,-0.45,Lighting,No,3,190.43,Low,7.18
1688,Hydro,12.36,None,Yes,4,94.14,None,3.67
1689,Fossil,7.99,Thermostat,Yes,4,74.46,Medium,6.15
1690,Solar,10.0,Assistant,No,2,73.48,None,4.51
1691,Solar,9.31,Thermostat,Yes,4,125.2,None,6.64
1692,Solar,9.61,Lighting,No,4,113.76,Low,1.63
1693,Solar,6.09,Lighting,No,1,120.59,Low,9.28
1694,Fossil,11.57,None,Yes,3,113.73,Medium,8.77
1695,Wind,14.92,Lighting,No,5,70.61,None,4.93
1696,Nuclear,3.44,Security,No,7,72.2,Low,1.03
1697,Solar,10.9,Security,Yes,4,136.66,None,4.15
1698,Fossil,7.27,Security,Yes,5,104.33,None,8.69
1699,Hydro,3.86,Assistant,No,2,118.74,None,9.04
1700,Fossil,4.47,Assistant,Yes,6,107.04,None,2.76
1701,Fossil,10.95,Security,Yes,1,101.46,High,1.47
1702,Solar,3.63,Assistant,Yes,1,104.61,Medium,3.76
1703,Wind,11.85,None,Yes,6,109.96,Low,8.86
1704,Hydro,9.55,None,No,3,95.27,Low,8.48
1705,Solar,10.69,Assistant,No,6,80.23,Medium,3.48
1706,Hydro,9.05,Lighting,Yes,2,98.99,Medium,6.31
1707,Nuclear,5.86,Security,No,6,113.85,Low,4.07
1708,Fossil,8.95,None,No,2,103.03,Low,2.81
1709,Nuclear,4.14,Thermostat,Yes,6,61.77,High,8.38
1710,Nuclear,19.1,None,Yes,3,90.07,Medium,1.26
1711,Hydro,10.68,Security,Yes,5,141.63,High,3.28
1712,Fossil,15.09,Security,No,7,128.67,High,5.3
1713,Wind,6.12,Lighting,No,1,75.82,High,3.45
1714,Wind,5.37,Thermostat,No,1,85.16,Low,7.36
1715,Nuclear,11.84,Assistant,Yes,5,129.91,None,8.29
1716,Wind,9.33,Lighting,No,3,95.31,None,6.56
1717,Solar,15.45,Assistant,No,3,106.93,Low,6.97
1718,Solar,7.24,Assistant,Yes,7,124.3,Medium,4.98
1719,Solar,9.14,Thermostat,Yes,4,103.43,None,7.46
1720,Fossil,20.95,None,No,7,110.4,High,5.27
1721,Nuclear,10.34,Assistant,No,5,148.2,Medium,6.05
1722,Solar,10.29,None,No,4,87.76,None,9.62
1723,Hydro,7.21,Assistant,No,6,124.75,High,3.63
1724,Fossil,-2.42,Thermostat,Yes,7,133.3,Low,6.1
1725,Solar,3.68,Thermostat,Yes,2,99.61,High,2.91
1726,Nuclear,5.37,None,Yes,1,75.61,Low,1.24
1727,Nuclear,8.14,Lighting,Yes,6,63.35,None,7.92
1728,Wind,8.54,Thermostat,Yes,5,61.58,Low,8.53
1729,Hydro,10.23,Lighting,Yes,5,78.96,None,5.94
1730,Wind,6.24,Lighting,Yes,3,65.42,Medium,1.79
1731,Solar,7.04,Thermostat,No,5,116.53,None,2.77
1732,Fossil,17.17,Thermostat,Yes,6,143.15,High,2.42
1733,Hydro,11.72,Security,Yes,5,99.5,None,8.98
1734,Hydro,7.62,None,Yes,7,92.08,Medium,5.24
1735,Hydro,11.51,Security,No,6,115.21,Medium,5.91
1736,Solar,12.11,Lighting,No,6,80.67,High,7.64
1737,Solar,14.3,Lighting,No,7,154.93,None,4.31
1738,Solar,14.59,None,No,4,120.59,Medium,1.22
1739,Hydro,5.15,None,No,3,94.68,High,3.1
1740,Solar,5.54,None,No,5,106.67,Low,2.47
1741,Hydro,6.27,Security,No,7,97.89,Medium,5.44
1742,Nuclear,8.05,Thermostat,Yes,7,70.48,Medium,7.89
1743,Nuclear,6.38,Lighting,No,6,89.93,Medium,1.55
1744,Solar,11.36,Lighting,No,4,132.08,High,6.34
1745,Fossil,12.77,None,Yes,7,103.6,None,4.04
1746,Hydro,15.98,Thermostat,Yes,7,115.3,Medium,9.63
1747,Hydro,9.32,Security,Yes,5,73.65,Low,3.56
1748,Hydro,9.69,Thermostat,No,1,83.98,Low,8.12
1749,Wind,4.83,Security,No,1,70.6,None,3.7
1750,Wind,14.04,Thermostat,Yes,7,123.5,High,5.64
1751,Nuclear,12.0,Thermostat,Yes,1,123.08,Low,5.28
1752,Hydro,2.19,None,No,4,106.17,High,3.85
1753,Wind,8.74,Security,Yes,1,89.66,Low,9.45
1754,Fossil,6.26,Assistant,Yes,7,57.15,Medium,4.51
1755,Solar,6.2,Security,No,3,99.95,Medium,7.0
1756,Hydro,-2.53,Assistant,Yes,6,129.27,Medium,2.49
1757,Hydro,11.23,Thermostat,No,3,121.95,Medium,2.65
1758,Fossil,13.48,Assistant,No,4,100.42,None,1.81
1759,Fossil,14.02,Thermostat,Yes,7,98.8,High,3.71
1760,Fossil,6.39,Security,No,7,61.87,Medium,4.52
1761,Wind,19.26,Security,Yes,7,53.05,High,5.9
1762,Solar,7.43,None,Yes,1,90.79,Low,3.45
1763,Solar,19.52,Assistant,No,1,83.58,High,3.09
1764,Hydro,13.74,Assistant,Yes,6,128.85,High,7.23
1765,Solar,11.62,Security,Yes,4,145.44,Medium,1.79
1766,Wind,8.56,Thermostat,No,2,78.41,Low,1.78
1767,Solar,13.84,Security,No,3,88.17,High,3.23
1768,Wind,8.0,Security,No,5,112.21,High,4.04
1769,Hydro,15.4,None,No,4,103.28,Medium,9.42
1770,Solar,6.9,Thermostat,No,2,158.19,Medium,9.54
1771,Solar,10.55,Security,Yes,6,101.69,None,2.29
1772,Wind,17.08,Security,Yes,6,115.42,Low,7.13
1773,Hydro,7.99,Thermostat,No,4,99.86,None,3.16
1774,Hydro,5.51,Assistant,No,5,101.61,Medium,4.73
1775,Fossil,16.28,Thermostat,No,5,73.97,Low,8.08
1776,Solar,12.32,Assistant,Yes,1,77.79,None,1.49
1777,Wind,19.82,Assistant,No,3,101.34,High,3.0
1778,Fossil,0.68,Assistant,Yes,4,140.51,Medium,1.06
1779,Wind,12.2,Thermostat,Yes,7,89.85,None,7.46
1780,Hydro,11.23,Assistant,Yes,4,61.66,Low,8.72
1781,Nuclear,5.54,None,Yes,2,108.14,Low,7.38
1782,Solar,8.83,Lighting,Yes,4,86.3,None,5.22
1783,Wind,14.85,Lighting,Yes,5,132.15,Medium,7.21
1784,Fossil,2.23,Thermostat,No,4,106.22,Medium,8.52
1785,Wind,12.41,Thermostat,No,3,109.9,Low,1.76
1786,Fossil,15.52,None,No,5,91.11,Low,7.7
1787,Fossil,10.23,None,Yes,7,117.69,Medium,8.37
1788,Hydro,8.4,Assistant,No,5,87.54,None,7.26
1789,Hydro,9.07,None,Yes,6,117.01,Low,3.7
1790,Hydro,7.21,Assistant,Yes,6,135.25,Low,9.53
1791,Hydro,11.37,Assistant,Yes,2,144.62,Medium,4.99
1792,Wind,17.64,None,Yes,6,30.62,Low,8.95
1793,Hydro,-5.19,Security,No,7,73.93,High,1.83
1794,Nuclear,7.29,None,Yes,6,113.72,High,1.67
1795,Solar,9.92,Security,No,3,74.57,High,7.77
1796,Nuclear,6.62,Security,No,4,125.64,High,7.69
1797,Fossil,4.74,Lighting,Yes,7,80.0,Low,3.93
1798,Hydro,7.61,None,No,3,103.39,Low,4.09
1799,Solar,11.16,None,No,7,137.19,Medium,5.55
1800,Fossil,12.85,Security,No,6,90.1,Medium,1.43
1801,Nuclear,23.04,Security,Yes,1,66.26,Medium,1.91
1802,Fossil,17.91,Assistant,No,5,104.96,Low,7.64
1803,Solar,7.67,None,No,4,108.97,Medium,4.45
1804,Nuclear,14.89,None,Yes,1,92.59,Low,4.23
1805,Solar,5.4,None,No,5,90.92,High,7.51
1806,Hydro,9.15,None,Yes,2,105.77,Medium,2.98
1807,Fossil,12.15,Thermostat,No,1,94.81,Low,3.03
1808,Nuclear,13.58,None,No,5,113.13,Medium,6.94
1809,Hydro,12.29,Assistant,No,6,93.42,Medium,8.56
1810,Solar,5.76,None,Yes,3,118.34,Medium,6.87
1811,Hydro,17.19,Security,Yes,6,120.9,Medium,2.32
1812,Wind,14.44,Lighting,Yes,2,111.25,Low,8.23
1813,Solar,9.1,Assistant,Yes,1,56.17,Low,3.73
1814,Nuclear,9.93,Thermostat,No,5,147.72,High,5.15
1815,Wind,16.32,Security,Yes,1,129.22,Medium,3.53
1816,Nuclear,-4.58,None,No,3,124.75,Low,5.72
1817,Solar,12.2,Assistant,Yes,7,88.22,None,4.22
1818,Fossil,3.16,Thermostat,Yes,4,146.12,High,5.74
1819,Solar,14.17,Security,Yes,2,65.82,High,3.96
1820,Solar,12.62,Assistant,No,2,93.51,None,5.31
1821,Solar,11.49,None,No,3,76.81,Low,8.72
1822,Hydro,14.65,Security,Yes,6,87.24,High,4.78
1823,Nuclear,13.35,Thermostat,No,3,117.84,High,9.78
1824,Wind,14.9,Thermostat,No,1,65.32,Low,4.78
1825,Wind,16.55,Lighting,Yes,5,53.12,Medium,3.92
1826,Solar,4.2,Lighting,No,2,133.03,Medium,9.47
1827,Solar,5.59,Security,Yes,1,106.46,None,7.76
1828,Hydro,7.17,Security,No,5,121.33,High,7.19
1829,Hydro,14.96,Security,No,3,98.57,Low,1.41
1830,Hydro,12.39,Thermostat,Yes,1,98.83,Low,8.39
1831,Fossil,7.35,Security,Yes,6,62.42,None,7.85
1832,Wind,4.38,Assistant,Yes,4,84.48,Medium,8.72
1833,Wind,11.7,Assistant,Yes,3,83.32,None,9.7
1834,Wind,5.82,Lighting,No,6,66.54,None,2.85
1835,Solar,17.16,Assistant,Yes,3,105.35,Low,2.78
1836,Nuclear,14.03,Lighting,No,2,125.05,Medium,9.58
1837,Fossil,21.01,Assistant,Yes,7,86.62,Low,8.46
1838,Solar,9.03,Security,Yes,5,27.58,High,2.65
1839,Fossil,7.82,Thermostat,Yes,7,74.49,Low,5.45
1840,Fossil,11.76,Lighting,Yes,4,116.21,High,5.28
1841,Solar,5.89,Security,Yes,1,159.36,High,6.82
1842,Fossil,11.11,Security,Yes,6,80.82,None,1.65
1843,Hydro,9.9,Assistant,Yes,5,59.16,Medium,9.82
1844,Wind,10.73,Lighting,Yes,1,161.64,Medium,9.37
1845,Hydro,3.92,Lighting,No,3,101.79,Low,2.67
1846,Nuclear,10.46,Lighting,No,5,87.14,Low,1.53
1847,Wind,4.48,Assistant,No,2,127.46,Low,7.95
1848,Fossil,17.06,Lighting,Yes,7,90.3,Low,7.52
1849,Hydro,6.91,None,No,6,146.78,None,8.16
1850,Fossil,19.68,Lighting,No,3,66.55,Medium,7.48
1851,Solar,16.28,Assistant,Yes,3,162.86,Medium,6.55
1852,Hydro,-3.89,Assistant,Yes,4,115.06,Low,5.0
1853,Nuclear,13.77,Thermostat,Yes,1,76.51,High,4.13
1854,Wind,16.81,Thermostat,No,6,76.92,None,4.0
1855,Hydro,15.84,Lighting,Yes,2,95.01,Medium,1.53
1856,Wind,5.8,Assistant,No,2,143.04,Low,2.83
1857,Solar,19.54,Lighting,Yes,2,108.88,High,4.23
1858,Solar,12.04,None,Yes,3,99.92,None,7.39
1859,Wind,8.87,Security,Yes,3,108.05,None,4.23
1860,Solar,7.08,Lighting,Yes,7,100.38,Medium,8.25
1861,Nuclear,10.4,None,No,4,107.27,None,6.0
1862,Nuclear,18.18,Lighting,Yes,7,113.91,Medium,4.44
1863,Nuclear,16.71,None,Yes,5,153.67,Low,8.65
1864,Nuclear,6.97,Thermostat,Yes,1,135.27,Low,4.01
1865,Wind,4.77,Thermostat,Yes,1,69.33,Low,8.23
1866,Hydro,16.81,Thermostat,Yes,7,178.04,None,7.24
1867,Wind,8.66,Assistant,Yes,3,147.43,Low,2.65
1868,Nuclear,9.63,Thermostat,No,6,93.56,Low,3.76
1869,Fossil,12.67,Lighting,Yes,4,122.73,Low,5.31
1870,Fossil,3.47,Assistant,Yes,1,86.51,Low,6.98
1871,Hydro,14.69,Security,No,6,82.28,None,1.65
1872,Hydro,8.0,Lighting,No,1,116.78,Low,2.03
1873,Solar,12.27,None,Yes,4,60.22,None,7.8
1874,Wind,13.66,Thermostat,Yes,1,117.85,Medium,9.18
1875,Hydro,13.65,Assistant,No,7,112.21,High,8.09
1876,Wind,7.19,Lighting,No,4,125.2,None,9.7
1877,Wind,15.57,Thermostat,No,5,85.28,Medium,3.23
1878,Hydro,13.26,Assistant,Yes,6,119.42,None,5.84
1879,Wind,9.64,Assistant,No,1,119.19,High,1.87
1880,Nuclear,14.55,Assistant,Yes,6,149.42,High,9.53
1881,Solar,18.82,None,Yes,3,142.4,Low,8.11
1882,Fossil,12.12,Lighting,No,3,125.28,Medium,4.18
1883,Wind,6.65,Security,No,6,130.32,Medium,1.16
1884,Fossil,12.95,Security,Yes,2,130.74,None,9.59
1885,Fossil,0.42,Thermostat,No,3,102.83,Low,5.19
1886,Wind,4.98,None,No,7,143.59,Low,9.01
1887,Hydro,14.98,None,No,4,79.86,None,2.29
1888,Nuclear,14.14,Security,No,1,54.47,Medium,4.32
1889,Nuclear,13.57,Assistant,No,2,164.01,High,4.77
1890,Nuclear,12.19,None,Yes,4,123.15,Low,9.09
1891,Wind,8.42,None,No,3,120.78,None,7.98
1892,Nuclear,9.36,Assistant,No,7,85.44,High,6.44
1893,Hydro,11.53,Assistant,Yes,5,140.14,None,6.58
1894,Solar,22.44,Security,Yes,7,49.64,None,2.22
1895,Solar,1.6,Thermostat,No,3,68.73,None,3.97
1896,Hydro,17.0,Security,Yes,2,117.03,Medium,5.91
1897,Wind,10.66,Thermostat,No,5,149.27,Medium,1.61
1898,Solar,2.5,Assistant,No,6,103.74,High,5.48
1899,Solar,8.97,Lighting,Yes,3,127.61,Medium,7.85
1900,Hydro,7.18,Assistant,Yes,7,101.76,Low,7.67
1901,Solar,16.91,Security,Yes,6,112.85,Medium,1.67
1902,Nuclear,2.47,Lighting,Yes,4,105.49,High,7.93
1903,Wind,9.27,Security,Yes,1,96.81,None,7.28
1904,Hydro,10.46,Thermostat,Yes,5,176.5,None,8.27
1905,Wind,2.12,Security,Yes,3,103.96,Medium,8.41
1906,Fossil,11.9,Lighting,No,6,75.1,Medium,7.78
1907,Hydro,11.8,Security,Yes,7,107.53,High,8.31
1908,Fossil,18.31,Assistant,No,5,73.21,High,8.63
1909,Fossil,-0.25,Lighting,Yes,2,120.8,Medium,1.62
1910,Fossil,12.88,Thermostat,Yes,5,125.24,None,6.53
1911,Nuclear,10.53,Security,Yes,6,90.92,None,6.38
1912,Nuclear,6.9,Assistant,Yes,1,58.31,High,4.23
1913,Wind,10.81,Lighting,Yes,6,121.38,Medium,9.07
1914,Hydro,8.92,Thermostat,Yes,7,43.3,None,4.16
1915,Nuclear,3.29,Thermostat,No,6,61.4,None,6.72
1916,Solar,20.08,Thermostat,No,3,110.52,High,4.14
1917,Wind,9.47,Assistant,Yes,1,130.21,Low,8.89
1918,Wind,10.79,Assistant,Yes,7,110.32,High,4.96
1919,Wind,8.86,None,No,3,87.33,High,6.99
1920,Hydro,3.99,Assistant,Yes,1,112.5,None,5.79
1921,Nuclear,10.97,Thermostat,No,4,79.26,None,9.52
1922,Wind,3.85,Lighting,No,3,141.17,None,5.28
1923,Solar,14.02,Lighting,No,1,105.96,None,3.39
1924,Hydro,12.17,Assistant,No,4,84.91,Medium,1.76
1925,Solar,14.48,Assistant,No,6,141.87,High,1.98
1926,Nuclear,3.79,None,No,3,112.31,High,5.78
1927,Solar,19.25,Lighting,No,5,121.51,None,1.75
1928,Fossil,1.2,Thermostat,Yes,1,79.81,Low,6.26
1929,Wind,9.74,None,No,5,51.32,Low,6.41
1930,Nuclear,7.99,Thermostat,No,5,162.58,None,4.22
1931,Fossil,7.5,Lighting,No,6,100.8,None,4.95
1932,Solar,8.45,Lighting,Yes,2,135.14,Medium,7.3
1933,Fossil,2.81,Security,Yes,6,36.54,Low,2.85
1934,Wind,4.81,Lighting,No,6,102.22,Low,8.29
1935,Nuclear,10.88,Assistant,No,4,80.53,None,4.72
1936,Hydro,-0.44,Assistant,No,3,102.57,Medium,3.99
1937,Nuclear,2.5,Thermostat,No,2,60.28,High,4.36
1938,Wind,1.33,Thermostat,No,3,68.7,Medium,9.48
1939,Hydro,7.25,Assistant,No,6,88.59,Medium,7.49
1940,Solar,7.95,Lighting,No,3,79.98,Medium,5.59
1941,Fossil,7.46,Lighting,No,3,95.3,Medium,1.84
1942,Fossil,1.37,Thermostat,No,2,30.6,Low,2.52
1943,Wind,15.95,Lighting,No,5,104.17,None,8.05
1944,Solar,17.0,Security,No,2,87.94,High,8.75
1945,Fossil,6.26,Assistant,No,3,86.46,Low,7.72
1946,Wind,3.25,Thermostat,Yes,2,111.17,None,9.29
1947,Hydro,13.62,Lighting,Yes,3,64.6,None,6.65
1948,Nuclear,2.66,Thermostat,No,7,60.0,None,4.39
1949,Solar,12.78,None,Yes,7,123.73,None,3.86
1950,Hydro,14.95,Assistant,No,7,59.78,None,8.73
1951,Fossil,12.28,Security,No,2,148.66,None,9.91
1952,Solar,5.31,Lighting,No,5,103.92,None,5.22
1953,Solar,11.12,None,Yes,5,81.41,High,6.2
1954,Nuclear,17.44,Thermostat,No,5,101.03,None,2.48
1955,Wind,3.57,None,No,6,120.76,Low,3.54
1956,Wind,13.27,Assistant,Yes,7,96.95,High,8.87
1957,Fossil,12.28,Thermostat,Yes,3,111.53,Low,5.78
1958,Fossil,7.98,Assistant,Yes,3,137.65,High,3.68
1959,Nuclear,15.73,Lighting,No,4,105.52,Low,6.07
1960,Wind,4.64,Thermostat,No,1,141.11,None,8.74
1961,Nuclear,18.88,None,Yes,7,42.35,Medium,9.14
1962,Solar,13.17,Assistant,Yes,6,147.15,Low,2.89
1963,Hydro,20.66,Security,Yes,1,67.54,Low,9.98
1964,Fossil,10.17,Thermostat,Yes,7,93.93,Low,3.88
1965,Solar,12.59,None,No,1,100.2,Low,2.74
1966,Wind,9.5,Lighting,No,5,123.54,High,8.99
